"ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC",
10135,1013505,30135,"ABE","Allentown/Bethlehem/Easton, PA","PA","42","Pennsylvania",23,
10136,1013603,30136,"ABI","Abilene, TX","TX","48","Texas",74,
10140,1014005,30140,"ABQ","Albuquerque, NM","NM","35","New Mexico",86,
10141,1014106,30141,"ABR","Aberdeen, SD","SD","46","South Dakota",67,
10157,1015706,30157,"ACV","Arcata/Eureka, CA","CA","06","California",91,
10158,1015804,30158,"ACY","Atlantic City, NJ","NJ","34","New Jersey",21,
10165,1016506,30165,"ADK","Adak Island, AK","AK","02","Alaska",1,
10170,1017004,30070,"ADQ","Kodiak, AK","AK","02","Alaska",1,
10185,1018502,30185,"AEX","Alexandria, LA","LA","22","Louisiana",72,
10208,1020803,30208,"AGS","Augusta, GA","GA","13","Georgia",34,
10257,1025702,30257,"ALB","Albany, NY","NY","36","New York",22,
10268,1026802,30268,"ALO","Waterloo, IA","IA","19","Iowa",61,
10279,1027903,30279,"AMA","Amarillo, TX","TX","48","Texas",74,
10299,1029906,30299,"ANC","Anchorage, AK","AK","02","Alaska",1,
10333,1033302,30333,"APN","Alpena, MI","MI","26","Michigan",43,
10372,1037205,30372,"ASE","Aspen, CO","CO","08","Colorado",82,
10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,
10408,1040805,30408,"ATW","Appleton, WI","WI","55","Wisconsin",45,
10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,
10431,1043105,30431,"AVL","Asheville, NC","NC","37","North Carolina",36,
10434,1043405,30434,"AVP","Scranton/Wilkes-Barre, PA","PA","42","Pennsylvania",23,
10469,1046902,30469,"AZO","Kalamazoo, MI","MI","26","Michigan",43,
10529,1052906,30529,"BDL","Hartford, CT","CT","09","Connecticut",11,
10551,1055102,30113,"BET","Bethel, AK","AK","02","Alaska",1,
10561,1056103,30561,"BFL","Bakersfield, CA","CA","06","California",91,
10577,1057705,30577,"BGM","Binghamton, NY","NY","36","New York",22,
10581,1058102,30581,"BGR","Bangor, ME","ME","23","Maine",12,
10590,1059006,30590,"IFP","Bullhead City, AZ","AZ","04","Arizona",81,
10599,1059904,30599,"BHM","Birmingham, AL","AL","01","Alabama",51,
10620,1062003,30620,"BIL","Billings, MT","MT","30","Montana",84,
10627,1062702,30627,"BIS","Bismarck/Mandan, ND","ND","38","North Dakota",66,
10631,1063104,30631,"BJI","Bemidji, MN","MN","27","Minnesota",63,
10666,1066602,30666,"BLI","Bellingham, WA","WA","53","Washington",93,
10685,1068502,30685,"BMI","Bloomington/Normal, IL","IL","17","Illinois",41,
10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,
10713,1071302,30713,"BOI","Boise, ID","ID","16","Idaho",83,
10721,1072102,30721,"BOS","Boston, MA","MA","25","Massachusetts",13,
10732,1073203,30732,"BQN","Aguadilla, PR","PR","72","Puerto Rico",3,
10739,1073907,30739,"BRD","Brainerd, MN","MN","27","Minnesota",63,
10747,1074705,30747,"BRO","Brownsville, TX","TX","48","Texas",74,
10754,1075405,30107,"BRW","Barrow, AK","AK","02","Alaska",1,
10779,1077902,30779,"BTM","Butte, MT","MT","30","Montana",84,
10781,1078105,30781,"BTR","Baton Rouge, LA","LA","22","Louisiana",72,
10785,1078502,30785,"BTV","Burlington, VT","VT","50","Vermont",16,
